17:29:45[Sound][error]-sounds.json | individual_event_sounds | events | chest.close | Event name 'chest.close' is not a valid LevelSoundEvent

17:30:02[Scripting][verbose]-Plugin Discovered [Dragon sword] PackId [acdd5b56-7b7d-405b-bcdf-13e85e2beaaf_8.1.0] ModuleId [497ce0f6-6b3e-45b1-b4b3-f4529febec18]

17:30:02[Scripting][verbose]-Plugin [Dragon sword] - promoted [@minecraft/server] from [2.0.0] to [2.9.0] requested by [@minecraft/server-ui-bindings - 2.1.0].

17:30:02[Scripting][verbose]-Plugin [Dragon sword] - promoted [@minecraft/server-bindings] from [2.0.0] to [2.9.0] requested by [@minecraft/server - 2.0.0].

17:30:02[Scripting][warning]-[Glass Migration] Module loaded - Intelligent mapping mode

17:30:05[Sound][error]-sounds.json | individual_event_sounds | events | chest.close | Event name 'chest.close' is not a valid LevelSoundEvent

17:30:07[Blocks][warning]-minecraft:poppy | 'minecraft:poppy' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:blue_orchid | 'minecraft:blue_orchid' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:allium | 'minecraft:allium' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:azure_bluet | 'minecraft:azure_bluet' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:red_tulip | 'minecraft:red_tulip' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:orange_tulip | 'minecraft:orange_tulip' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:white_tulip | 'minecraft:white_tulip' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:pink_tulip | 'minecraft:pink_tulip' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:oxeye_daisy | 'minecraft:oxeye_daisy' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:cornflower | 'minecraft:cornflower' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:lily_of_the_valley | 'minecraft:lily_of_the_valley' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:dandelion | 'minecraft:dandelion' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:brown_mushroom | 'minecraft:brown_mushroom' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:red_mushroom | 'minecraft:red_mushroom' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:cobblestone_wall | 'minecraft:cobblestone_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:mossy_cobblestone_wall | 'minecraft:mossy_cobblestone_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:granite_wall | 'minecraft:granite_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:diorite_wall | 'minecraft:diorite_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:andesite_wall | 'minecraft:andesite_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:sandstone_wall | 'minecraft:sandstone_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:brick_wall | 'minecraft:brick_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:stone_brick_wall | 'minecraft:stone_brick_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:mossy_stone_brick_wall | 'minecraft:mossy_stone_brick_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:nether_brick_wall | 'minecraft:nether_brick_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:end_stone_brick_wall | 'minecraft:end_stone_brick_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:prismarine_wall | 'minecraft:prismarine_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:red_sandstone_wall | 'minecraft:red_sandstone_wall' | Invalid blockshape name.

17:30:07[Blocks][warning]-minecraft:red_nether_brick_wall | 'minecraft:red_nether_brick_wall' | Invalid blockshape name.

17:30:09[Sound][inform]-No sound found for block type 'normal'

17:30:11[Sound][inform]-No sound found for block type 'normal'

17:30:17[Sound][inform]-No sound found for block type 'normal'

17:30:17[Sound][inform]-No sound found for block type 'normal'

17:30:19[Sound][inform]-No sound found for block type 'normal'

17:30:20[Sound][inform]-No sound found for block type 'normal'

17:30:23[Sound][inform]-No sound found for block type 'normal'

17:30:23[Sound][inform]-No sound found for block type 'normal'

17:30:23[Sound][inform]-No sound found for block type 'normal'

17:30:24[Sound][inform]-No sound found for block type 'normal'

17:30:25[Sound][inform]-No sound found for block type 'normal'

17:30:25[Sound][inform]-No sound found for block type 'normal'

17:30:26[Sound][inform]-No sound found for block type 'normal'

17:30:26[Sound][inform]-No sound found for block type 'normal'

17:30:26[Sound][inform]-No sound found for block type 'normal'

17:30:26[Sound][inform]-No sound found for block type 'normal'

17:30:26[Sound][inform]-No sound found for block type 'normal'

17:30:27[Sound][inform]-No sound found for block type 'normal'

17:30:27[Sound][inform]-No sound found for block type 'normal'

17:30:28[Sound][inform]-No sound found for block type 'normal'

17:30:28[Sound][inform]-No sound found for block type 'normal'

17:30:32[Sound][inform]-No sound found for block type 'normal'

17:30:32[Sound][inform]-No sound found for block type 'normal'

17:30:32[Sound][inform]-No sound found for block type 'normal'

17:30:33[Sound][inform]-No sound found for block type 'normal'

17:30:34[Sound][inform]-No sound found for block type 'normal'

17:30:34[Sound][inform]-No sound found for block type 'normal'

17:30:35[Sound][inform]-No sound found for block type 'normal'

17:30:36[Sound][inform]-No sound found for block type 'normal'

17:30:36[Sound][inform]-No sound found for block type 'normal'

17:30:36[Sound][inform]-No sound found for block type 'normal'

17:30:36[Sound][inform]-No sound found for block type 'normal'

17:30:36[Sound][inform]-No sound found for block type 'normal'

17:30:37[Sound][inform]-No sound found for block type 'normal'

17:30:37[Sound][inform]-No sound found for block type 'normal'

17:30:38[Sound][inform]-No sound found for block type 'normal'

17:30:38[Sound][inform]-No sound found for block type 'normal'

17:30:38[Sound][inform]-No sound found for block type 'normal'

17:30:38[Sound][inform]-No sound found for block type 'normal'

17:30:38[Sound][inform]-No sound found for block type 'normal'

17:30:39[Sound][inform]-No sound found for block type 'normal'

17:30:39[Sound][inform]-No sound found for block type 'normal'

17:30:39[Sound][inform]-No sound found for block type 'normal'

17:30:39[Sound][inform]-No sound found for block type 'normal'

17:30:39[Sound][inform]-No sound found for block type 'normal'

17:30:40[Sound][inform]-No sound found for block type 'normal'

17:30:40[Sound][inform]-No sound found for block type 'normal'

17:30:41[Sound][inform]-No sound found for block type 'normal'

17:30:41[Sound][inform]-No sound found for block type 'normal'

17:30:41[Sound][inform]-No sound found for block type 'normal'

17:30:41[Sound][inform]-No sound found for block type 'normal'

17:30:41[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:42[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:43[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:44[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:45[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

17:30:46[Sound][inform]-No sound found for block type 'normal'

